paragraph,classe
additional privacy related information is provided for certain adobe services and software,false
please also see the adobe terms of use and any additional terms of use or product license agreements that may apply to the services and software you are using,false
when you register to use an adobe service create an adobe id or contact us for support or other offerings adobe collects information that identifies you this includes name date of birth company name title occupation job function expertise company details such as the size industry and other information about the company where a user may work when the user has provided the company name email address telephone number address country ip address browser mobile device id browser extensions connected to your adobe accounts payment billing information where an app or website is paid for eligibility information eg for student and teacher editions of apps types of services and software of interest and content of and information provided through customer support communications,true
to help keep our databases current and to provide you the most relevant content and experiences we may combine information provided by you with information from third party sources in accordance with applicable law for example the size industry and other information about the company you work for where you have provided company name will be obtained from sources including professional networking sites and information service providers we may also collect and receive information from third parties including partners and from publicly accessible sources for purposes that include to detect prevent or otherwise address fraud security or technical issues as well as to protect against harm to the rights property or safety of adobe and our employees our users children or the public,true
we collect information about how you use our services and software including when you use a desktop app feature that takes you online such as a photo syncing feature depending on the services and software this information may be associated with your device or browser or it may be associated with your adobe account it includes ip address type of browser and device webpage that led you to an adobe website search terms entered into a search engine which lead you to an adobe website use and navigation of services and software collected through cookies and similar technologies or by adobe servers when you are logged in to the app or website analysis of your content eg documents photos videos activity logs direct feedback from you and metadata about your content which is sent or received using an online feature of adobe services and software or which is stored on adobe servers,true
when you activate your adobe app or when you install updates to the app we collect information about your device manufacturer model ip address the adobe app version date of activation successful and unsuccessful updates your product serial number where this is required before you can start using your product you can learn more about app activation here,true
emails we send you may include a technology called a web beacon that tells adobe whether you have received or opened the email or clicked a link in the email if you do not want us to collect this information you can opt out of receiving adobe marketing emails,true
adobe advertises online in a variety of ways including displaying adobe ads to you on other companies websites and apps and on social media platforms such as facebook and linkedin adobe websites use cookies and similar technologies provided by our own company adobe experience cloud and other companies that allow us to gather additional information to measure and improve the effectiveness of our advertising we collect information such as which ads are displayed which ads are clicked on and  where the ad was displayed,true
adobe services and software may include buttons tools or content that link to other companies services for example a facebook like button we may collect information about your use of these features such as content liked and address information in google maps in addition when you see or interact with these buttons tools or content or view an adobe web page or app containing them some information from your browser may automatically be sent to the other company please read that companys privacy policy for more information,true
adobe websites may implement google recaptcha enterprise to help prevent spam and abuse recaptcha enterprise collects hardware and software information such as device and application data and sends it to google for purposes of providing maintaining and improving recaptcha enterprise and for general security purposes this information is not used by google for personalized advertising your use of recaptcha enterprise is subject to googles privacy policy and terms of use,true
you can sign in to some adobe services and software using a social networking account such as a facebook account where you give appropriate permissions we will receive information about you from your social networking account such as name location and basic demographic information,true
adobe has its own pages on many social networking sites for example the adobe photoshop teams facebook page we will collect information which you have made publicly available on your social networking account such as name and interests in our products and services when you interact with our social networking pages the social networking sites may provide statistics and insights to adobe which help us understand the types of actions that people take on our pages where applicable adobe and the social media sites have entered into an arrangement which determines our respective responsibilities,true
you can learn more about adobes practices with respect to social networking pages and account signon services here,false
in certain instances adobe is acting only on your behalf for personal information collected and processed by our services for example for the address book contacts shared by users when entering recipient information in such cases adobe is acting only on your instructions in order to facilitate the service requested by you and you will be responsible for the information shared in these instances we will inform you through inapp notifications or other intime communications if you submit any information relating to other people to us or to our service providers in connection with your use of adobe services and software you represent that you have the authority to do so and to permit us to use the information in accordance with this policy,true
adobe offers certain features that let you edit and organize your photographs videos and other types of content using characteristics like face and voice eg you can group similar faces places and image characteristics within your collection and such characteristics may be considered biometric identifiers or biometric information under certain us laws or other applicable privacy laws when you choose to use these features adobe is acting only on your instructions in order to facilitate the service requested by you these features are off by default and should you choose to enable them you can always disable these features,true
adobe uses the information we collect about you for the following purposes to fulfill a contract or take steps linked to a contract this is relevant where you register to use an adobe app or website whether paid or as a free trial this includes providing you with the adobe services and software for which you have registered and any other services or products that you have requested administering product or platform skill knowledge courses and other content including testing and certifications as applicable verifying your identity processing payments sending you necessary communications for example related to payments or expiration of your subscription and providing customer service or support,true
as required by adobe to conduct our business and pursue our legitimate interests in particular providing you with the adobe services and software for which you have registered and any other products and services you have requested analyzing your use and measuring effectiveness of our services and software to better understand how they are being used so we can improve them and engage and retain users sending you information about adobe products and services special offers and similar information and sharing your information with third parties for their own marketing purposes where your consent is not required analyzing your use of our services and software your content and your interaction with our communications to tailor and customize the services and software and marketing communications learn more where your consent is not required analyzing your content and metadata about your content through techniques such as machine learning in order to improve our services and software and the user experience where your consent is not required diagnosing problems in our services and software detecting preventing or otherwise addressing fraud security or technical issues as well as protecting against harm to the rights property or safety of adobe our users or the public conducting surveys and market research about our customers their interests the effectiveness of our marketing campaigns and customer satisfaction unless we need consent to undertake such surveys in which case we will only do this with your permission investigating and responding to any comments or complaints that you may send us checking the validity of the sort code account number and card number you submit if you use a credit or debit card for payment in order to prevent payment fraud we use third parties for this  see does adobe share my personal information below  sharing account information registered under a business email address with employers for account migration purposes if we merge with or are acquired by another company sell an adobe website app or business unit or if all or a substantial portion of our assets are acquired by another company your information will likely be disclosed to our advisers and any other prospective purchasers advisers and will be one of the assets that is transferred to the new owner and in connection with legal claims compliance regulatory and investigative purposes as necessary including disclosure of information in connection with government agency requests legal process or litigation,true
where we process your information based on legitimate interests you can object to this processing in certain circumstances in such cases we will cease processing information unless we have compelling legitimate grounds to continue processing or where it is needed for legal reasons,false
if legitimate interest is not an available legal basis in a particular jurisdiction we will engage in the processing activities described above on a legal basis that is available in that particular jurisdiction,false
where required when you give adobe your consent or otherwise consistent with your choices sending you information about adobe products and services special offers and similar information and sharing your information with third parties for their own marketing purposes placing cookies and using similar technologies in our services and software and in email communications in accordance with our cookies policy and the information provided to you when those technologies are used accessing information stored on your device relating to your use of and engagement with services and software eg adobe connect meetings and crash reports accessing information stored on your device which you allow us to receive through device based settings eg photos location and camera in order to provide certain functionality within our services and software analyzing your content including metadata about your content using techniques such as machine learning in order to improve our services and the user experience and allowing you to participate in sweepstakes contests and similar promotions and to administer these activities,true
on other occasions where we ask you for consent we will use the information for the purposes which we explain at that time where we rely on consent to process information you can withdraw your consent to such activities at any time,false
for legal reasons responding to requests by government or law enforcement authorities conducting an investigation using or disclosing information as reasonably necessary to detect prevent or otherwise address fraud security potential illegal activities or technical issues and software piracy eg to confirm that software is genuine and properly licensed helping to protect you as well as adobe,true
where this processing and these disclosures are not strictly required by law adobe may rely on its legitimate interests where available and those of third parties described above,false
currently in the united states and canada only adobe also uses your information for our participation in the adobe experience cloud device coop which allows us to better understand how you use adobe services and software across your various devices and to deliver ads tailored to your likely interests  learn more or opt out,false
we will share your personal information within the adobe family of companies for the purposes identified above see a list of adobe entities and our acquired companies,true
we will also share your personal information with other thirdparty data controllers the types of third parties your information may be shared with include our resellers and other sales and advertising partners retailers advertisers ad agencies advertising networks and platforms information service providers fraud monitoring and prevention providers and publishers with your consent if required thirdparty data controllers may also use adobe products and services to collect and process your personal information if you are using an email address that is associated with a business domain eg yournamebusinessnamecom to access adobes services and software or if you were invited to use the services and software by a business we may provide your personal information to that business,true
we will share personal information with companies organizations government authorities or individuals outside of adobe if we have a good faith belief that access use preservation or disclosure of the information is reasonably necessary to detect prevent or otherwise address fraud security or technical issues as well as to protect against harm to the rights property or safety of adobe and our employees our users children or the public as required or permitted by law,true
we will also share your personal information with companies that help us run our business by processing personal information on behalf of adobe for the purposes identified above such companies include providers of customer support services payment processing services fraud monitoring and prevention email social media and other marketing platforms and service providers and hosting services we require these companies to protect your personal information consistent with this privacy policy,true
adobe may also share your personal information when you agree to the sharing when we have a good faith belief that we are required to provide information in response to a subpoena court order or other applicable law or legal process learn more or to respond to an emergency involving the danger of death or serious bodily harm if we merge with or are acquired by another company sell an adobe website app or business unit or if all or a substantial portion of our assets are acquired by another company your information will likely be disclosed to our advisers and any prospective purchasers advisers and will be one of the assets that is transferred to the new owner,true
we may share or publish aggregate information that doesnt specifically identify you such as statistical information about visitors to our websites or statistical information about how customers use the adobe experience cloud,true
there are several places within adobes services and software that allow you to post comments upload pictures participate in message boards or chats engage with blogs share technical information or submit other content for others to see sometimes you can limit who can see what you share but there are some places where what you share can be seen by the general public or other users of the service such information can appear in search engine results or through other publicly available platforms and can be crawled or searched by third parties for example when users post content on message boards online chats blogs and community forums the information posted by the user will become public some online content may remain accessible publicly even after adobe fulfils a request to delete the posters personal information,true
to remove content you have shared on our services and software please use the same feature you used to share the content if another user invites you to participate in shared viewing editing or commenting of content you may be able to delete your contributions but usually the user who invited you has full control if you have questions or concerns about this please contact us,true
please be careful when you share your personal information do not share anything you wouldnt want publicly known unless you are sure you are posting it within an app or website that allows you to control who sees what you post please note that when you post messages on certain user forums on our websites and app your email address or name and or profile photo may be included and displayed with your message you can find more information about managing your public profile here,false
we work hard to protect your personal information we employ administrative technical and physical security controls where appropriate such as encryption 2step verification and strict contractual confidentiality obligations for employees and contractors,false
your personal information and files are stored on adobes servers and the servers of companies we hire to provide services to us,true
the main locations where we process your personal information are the us and india but we also transfer personal information to all other countries in the world where our services and software are available we carry out these transfers in compliance with applicable laws for example by putting data transfer agreements in place to help protect your personal information,true
if you reside outside of north america your relationship is with adobe ireland where adobe ireland transfers your personal information to a country which is not within the eea and is not subject to an adequacy decision by the eu commission we rely on one or more of the following legal mechanisms european commission approved standard contractual clauses andor your consent in certain circumstances a copy of the relevant mechanism can be provided for your review upon request using the contact details provided at the end of this privacy policy for more information about how adobe ireland transfers european personal information please see crossborder data transfers,false
the information above applies to adobe users who are consumers more information is available for our business customers that want to learn more about crossborder data transfers,false
what rights do i have regarding my personal information and how can i exercise these rights,false
under the law of some jurisdictions you may have the right to ask us for a copy of your personal information to correct delete or restrict stop any active processing of your personal information and to obtain the personal information you provide to us for a contract or with your consent in a structured machine readable format and to ask us to share port this information to another controller,false
in addition you can object to the processing of your personal information in some circumstances such as where we are using the information for direct marketing,false
these rights may be limited for example if fulfilling your request would reveal personal information about another person or if you ask us to delete information which we are required by law to keep or which we need to defend claims against us in addition most web browsers have a do not track feature that lets you tell websites you do not want to have your online activities tracked currently there is not an accepted standard on how companies should respond to web browsers do not track signals accordingly our services and software do not currently recognize or respond to do not track browser signals however you can learn more about adobes advertising practices and your privacy choices here,false
to exercise any of these rights including deactivating your adobe id account you can get in touch with us  or our data protection officer using the details set out below additionally many of our services and software allow you to edit your personal information by accessing the my account my profile or a similar feature of the service you are using likewise you can delete files or photos you have stored in our services and software by logging in and using the deletion functions that are available,false
if you have unresolved concerns you have the right to report them to your local privacy regulator or data protection authority and where applicable you also have the right to lodge a complaint with adobe irelands lead supervisory authority the irish data protection commission,false
to register with adobe to create an adobe id and to use some adobe services and software the provision of some information is mandatory if relevant information is not provided then we will not be able to administer an adobe account to you or provide you with the services and software requested all other provision of your information is optional providing optional information will help us offer you a better experience such as more personalized or tailored content or offerings,false
what rights do i have if i am a california consumer,false
in addition to the rights above see california consumer privacy rights for additional information,false
withdrawing consent or otherwise objecting to direct marketing,false
the adobe family of companies see list of adobe entities and our acquired companies and companies we hire to help market our services and software on our behalf may use your information to provide you with information and offers related to adobe,false
where we rely on your consent you will always be able to withdraw that consent although we may have other legal grounds for processing your information for other purposes such as those set out above in some cases we are able to send you direct marketing without your consent where we rely on our legitimate interests you have an absolute right to optout of direct marketing or profiling we carry out for direct marketing at any time by updating your preferences in your adobe id profile updating your preferences in your specific website or app accounts clicking the unsubscribe link at the bottom of our marketing emails or contacting us using the details provided at the end of this privacy policy,false
click here for further information on your choices regarding our marketing practices,false
adobe experience cloud solutions help our business customers personalize and improve the performance of their websites apps and marketing messages for example these customers may use adobe experience cloud solutions to collect and analyze information about how individuals use their websites learn more the information collected is stored in our services on behalf of and for use by these business customers,true
when you register for an account and create an adobe id we process and keep most personal information we have about you for as long as you are an active user of our services and software when you close your account we begin deleting certain personal information that we no longer have a business reason to retain such as your hashed password and your tokenized payment account data however we typically retain personal information related to our contract and business transactions with you for ten years after your last interaction with us,true
where we process personal information for marketing purposes or with your consent we process the information until you ask us to stop and for a short period after this to allow us to implement your requests we also keep a permanent record of the fact that you have asked us not to send you direct marketing or to process your information so that we can respect your request in future,false
adobe services and software are not intended for minors under the age of 13 except in limited situations where certain creative and document cloud applications may be available to children for educational purposes under the direct supervision of a teacher or parent,false
for more information about the collection and use of this and other student data for students over the age of 13 please see the adobe  student privacy page for more details,false
additionally adobe makes available a privacy for younger users page to provide information for younger users of adobes services and software who are over 13 years of age in an age appropriate format,false
all other adobe services and software are not intended for use by children and certain services and software specifically prohibit users who are under a certain age if you do not meet applicable age requirements please do not use those services and software,false
occasionally we may update this privacy policy or other documents in the adobe privacy center to allow adobe to accommodate new technologies industry practices regulatory requirements or for other purposes if we do we will change the last updated date at the top of this policy and the revised policy will be posted to this page so that you are aware of the information we collect how we use it and under what circumstances we may disclose it we encourage you to periodically review the adobe privacy center for the latest information on our privacy practices under certain circumstances for example with certain material changes or where it is required by applicable privacy laws we will provide notice to you of these changes and where required by applicable law we will obtain your consent notice may be by email to you by posting a notice of such changes on our services and software or by other means consistent with applicable law,false
who can i contact with questions or concerns,false
if you have a privacy question concern or request please fill out a privacy inquiry form,false
if you are outside north america you can also get in touch with adobe irelands data protection officer at dpoadobecom or by postal mail at 46 riverwalk citywest business park dublin 24 ireland,false
thank you for using pinterest,false
for marketo specific privacy questions concerns or requests please contact us by email at privacyofficermarketocom,false
for magento specific privacy questions concerns or requests please contact us by email at privacymagentocom,false
for practices that are covered by our gdpr validation or prp certification please note that if you have an unresolved privacy or data use concern that we have not addressed satisfactorily within 30 days you may also reach out to our usbased third party dispute resolution free of charge at,false
we wrote this policy to help you understand what information we collect how we use it and what choices you have because were an internet company some of the concepts below are a little technical but weve tried our best to explain things in a simple and clear way we welcome your questions and comments on this policy,false
when you sign up for or use our products you voluntarily give us certain information this can include your name profile photo pins comments likes the email address or phone number you used to sign up and any other information you provide us if youre using pinterest on your mobile device you can also choose to provide us with location data and if you choose to buy something on pinterest you provide us with payment information contact information ex address and phone number and what you purchased if you buy something for someone else on pinterest youd also provide us with their shipping details and contact information,true
you also may give us permission to access your information in other services for example you may link your facebook or twitter account to pinterest which allows us to obtain information from those accounts like your friends or contacts the information we get from those services often depends on your settings or their privacy policies so be sure to check what those are,true
these days whenever you use a website mobile application or other internet service theres certain information that almost always gets created and recorded automatically the same is true when you use our products here are some of the types of information we collect,false
log data when you use pinterest our servers automatically record information log data including information that your browser sends whenever you visit a website or your mobile app sends when youre using it this log data may include your internet protocol address the address of the web pages you visited that had pinterest features browser type and settings the date and time of your request how you used pinterest and cookie data,true
device information in addition to log data we may also collect information about the device youre using pinterest on including what type of device it is what operating system youre using device settings unique device identifiers and crash data whether we collect some or all of this information often depends on what type of device youre using and its settings for example different types of information are available depending on whether youre using a mac or a pc or an iphone or an android phone to learn more about what information your device makes available to us please also check the policies of your device manufacturer or software provider,true
we may get information about you and your activity off pinterest from our affiliates advertisers partners and other third parties we work with for example some websites or apps use pinterest features like our save button if so we may collect log information described above from those sites or apps,true
online advertisers typically share information with the websites or apps where they run ads to measure andor improve those ads we also receive this information which may include information like whether clicks on ads led to purchases or a list of criteria to use in targeting ads,true
to learn more about the types of information advertisers may share with us please see our help center,false
we use the information we collect to provide our products to you and make them better develop new products and protect pinterest and our users for example we may log how often people use two different versions of a product which can help us understand which version is better if you make a purchase on pinterest well save your payment information and contact information so that you can use them the next time you want to buy something on pinterest,true
we also use the information we collect to offer you customized content including suggesting pins or boards you might like for example if youve indicated that youre interested in cooking or visited recipe websites that have pinterest features we may suggest foodrelated pins boards or people that we think you might like showing you ads you might be interested in for example if you purchased a camping tent on pinterest we may show you ads for other outdoorsy products,true
send you updates such as when certain activity like repins or comments happens on pinterest newsletters marketing materials and other information that may be of interest to you for example depending on your email notification settings we may send you weekly updates that include pins you may like you can decide to stop getting these updates by updating your account settings or through other settings we may provide,true
help your friends and contacts find you on pinterest for example if you sign up using a facebook account we may help your facebook friends find your account on pinterest when they first sign up for pinterest or we may allow people to search for your account on pinterest using your email address,true
pinterest is a worldwide service by using our products or services you authorize us to transfer and store your information outside of your home country including in the united states for the purposes described in this policy the privacy protections and the rights of authorities to access your personal information in such countries may not be equivalent to those in your home country,true
our goal is to give you simple and meaningful choices over your information if you have a pinterest account many of the choices you have on pinterest are built directly into the product or your account settings,false
for example you can access and change information in your profile page at any time choose whether your profile page is available to search engines or choose whether others can find your pinterest account using your email address,false
link or unlink your pinterest account from an account on another service eg facebook or twitter for some services like facebook you can also choose whether or not to publish your activity on pinterest to that service,false
create or be added to a secret board secret boards are visible to you and other participants in the board and any participant may choose to make the contents of the board available to anyone else for example another participant may invite someone else to the board make the board available to an app they use to view pinterest or even just take an image from the board and email it to their friends for more information about secret boards please visit our help center,true
choose whether pinterest will be customized for you using information from offpinterest websites or apps if you have a pinterest account and want to control how your offpinterest data is used to tailor your experience you can visit your account settings and update your preferences if you dont have a pinterest account or dont want us to customize pinterest for you when youre signed out you can opt out here,true
choose whether your purchases on pinterest will be used to customize recommendations and ads for you you can view and manage your purchase history by going to order history in your account settings and if you hide a purchase from your history we wont use it to customize pinterest for you,true
also we support the do not track browser setting and you can learn more about how it affects our collection and use of offpinterest data,true
close your account at any time when you close your account well deactivate it and remove your pins and boards from pinterest we may retain archived copies of your information as required by law or for legitimate business purposes including to help address fraud and spam,true
in addition to the examples above we offer other choices that you can learn more about in our help center,false
to learn more about these choices please see the information provided by the device or software provider,false
anyone can see the public boards and pins you create and the profile information you give us we may also make this public information available through what are called apis basically a technical way to share information quickly for example a partner might use a pinterest api to study what their most popular pins are or how their pins are being shared on pinterest the other limited instances where we may share your personal information include,true
when you buy something on pinterest using your credit card we may share your credit card information contact information and other information about the transaction with the merchant youre buying from the merchants treat this information just as if you had made a purchase from their website directly which means their privacy policies and marketing policies apply to the information we share with them,true
if you buy something on pinterest using apple pay your credit card number is not shared with the merchant but contact and transaction information is still shared,true
online advertisers typically use third party companies to audit the delivery and performance of their ads on websites and apps we also allow these companies to collect this information on pinterest to learn more please see our help center,true
we may employ third party companies or individuals to process personal information on our behalf based on our instructions and in compliance with this privacy policy for example we share credit card information with the payment companies we use to store your payment information or we may share data with a security consultant to help us get better at identifying spam in addition some of the information we request may be collected by third party providers on our behalf for more information about the providers we use please see our help center,true
if we believe that disclosure is reasonably necessary to comply with a law regulation or legal request to protect the safety rights or property of the public any person or pinterest or to detect prevent or otherwise address fraud security or technical issues we may share the information described in this policy with our wholly owned subsidiaries and affiliates we may engage in a merger acquisition bankruptcy dissolution reorganization or similar transaction or proceeding that involves the transfer of the information described in this policy we may also share aggregated or nonpersonally identifiable information with our partners advertisers or others for example we may tell an advertiser on pinterest how many people saved something they shared or the percentage of people who click on a pin after viewing it,true
pinterest is not directed to children under 13 if you learn that your minor child has provided us with personal information without your consent please contact us,false
we may change this policy from time to time and if we do well post any changes on this page if you continue to use pinterest after those changes are in effect you agree to the revised policy if the changes are significant we may provide more prominent notice or get your consent as required by law,false
the best way to contact us is online through the help center if you live in the united states pinterest inc is responsible for your information you can contact pinterest inc at 808 brannan street san francisco ca 94103,false
if you live outside the united states the data controller you should contact is pinterest europe ltd an irish company with its registered office at palmerston house 2nd floor fenian street dublin 2 ireland,false
teddysoft ltd and its affiliates screenrec or we want our customers or you to be familiar with how we collect use share and store information relating to your use of our services and to end users who view your videos via our services viewers,false
this screenrec services privacy policy describes screenrecs practices regarding information collected by our online products and services collectively screenrec services any use of screenrec services including the video panel and signup pages accessible through the screenrec website including wwwscreenreccom is covered by this privacy policy those aspects of the screenrec website that do not form a part of the screenrec services are covered by the screenrec website privacy policy,false
we do not have a direct relationship with viewers information collected from viewers on customers websites or apps is subject to our customers privacy policies viewers who have questions or concerns about information collected when they view a video via screenrec services or about the content of any such video should contact our customer through the website or app on which such video is available viewers who are uncertain about whom to contact may contact us at privacyscreenreccom,false
cookies a cookie is a small text file that is stored on a users computer for recordkeeping purposes we may link the information we store in cookies to any personal information we obtain from your use of screenrec services screenrec services may use both session cookies and persistent cookies a session cookie expires when you close your browser a persistent cookie remains on your hard drive for an extended period of time you can control the use of cookies at the individual browser level but if you choose to disable cookies it may limit your use of certain features or functions of screenrec services,true
cookies web beacons and other tracking technologies we and our thirdparty service providers may use technologies such as cookies and beacons to quantify use analyze viewing and engagement with videos displayed using screenrec services conduct benchmarking generate metrics report to customers and assess the quality of screenrec services,true
information collected from viewers in connection with our provision of screenrec services we may collect certain information about viewers viewers can be our customers website viewers or our customers customers viewers in a scenario when our customer is acting as whitelabel reseller of screenrec services such information may include personal information which is information that identifies an individual or relates to identifiable person information that may be collected when videos are viewed via screenrec services includesunique ids such as ip addresses or device id viewer name address email address title and industry or any other custom data our customer may choose to collect from viewers note that screenrec collects this information about viewers only if a customer elects to use certain features of screenrec services such as audience forms external uploaders with metadata forms payperview that are intended to collect such information system information such as device browser and operating system type and version screen resolution and preferred language referring domain destination domain and destination path video viewing activity such as player loads number of views viewed minutes percent of content viewed new viewers unique viewers attention span top domains geography traffic sources search terms and other similar information this information is aggregated and anonymized meaning it is not connected to an individual viewer geolocation data other personal information of a natural person that may be included in videos or other data that is uploaded to screenrec services,true
information collected from customer?s customers  to enable us to effectively provide whitelabel screenrec services we may collect the following information from customers who are customers of our customers when using screenrec services name business email address business telephone number company title and business billing address and payment information login credentials communication preferences unique ids such as ip address and device ids geolocation data other personal information of a natural person that may be included in videos or other data that is uploaded to screenrec services,true
information collected from customers to enable us to effectively provide screenrec services we may collect the following information from individuals authorized by customers such as a customers employees to use screenrec services name business email address business telephone number company title and business billing address and payment information login credentials,true
headers  headers are information that is transmitted whenever a webpage is viewed and contain technical information required for communication between a browsing device and a website server other electronic communication protocols such as those used for email also use headers to transmit information information may be transmitted through or other electronic communication protocol headers to screenrec from the customers use of screenrec services or from viewer interaction with a customers video this may include information about the device browser the requested webpage and the computer or device being used such as a carrier or device identifier,true
log files as is true of most online services we gather certain information automatically and store it in log files this information may include viewer ip address browser type device type internet service provider isp referringexit pages operating system datetime stamp andor clickstream data an ip address is identified and logged automatically in our server log files whenever a customer uses screenrec services or a viewer watches a video along with the times of the visits and the pages visited we may combine this automaticallycollected log information with other information we collect we do this to provide analytics data to our customers to improve the functionality of screenrec services and for the other purposes described in this privacy policy,true
analytics we may use third party analytics services such as google analytics to track the use of screenrec services by our customers for information on how google collects and processes information and how to opt out from googles collection of your information please click here,true
do not track screenrec services do not recognize if a browser sends a do not track signal or similar mechanism to indicate the user does not wish to be tracked or receive interestbased ads,true
security  the security of personal information that screenrec collects while operating the screenrec service is of great importance to screenrec we use organizational technical and administrative measures to protect personal information under our control no data transmission over the internet or data storage system however can be guaranteed to be 100 secure  if you have any questions about the security of your personal information you can contact us at privacyscreenreccom,true
to the extent permitted by applicable law we may use information about our customers and viewers for the following purposes or in the following ways to deliver screenrec services to provide our customers with analytical data and reports about video viewing activity to provide customer support to enable viewers to register with our customers in order to be able to watch video content on our customers websites or apps screenrec collects this information at the direction of the customerto personalize screenrec services for internal business purposes such as data analysis benchmarking audits developing new products enhancing screenrec services facilitating product software and applications development conducting research analysis studies or surveys and identifying usage trends to protect the security and integrity of screenrec services our customers video content and data and our business to meet our contractual requirements to comply with applicable legal or regulatory requirements and our policies and to protect against criminal activity claims and other liabilities we may also use information about our customers to send customers information and updates regarding screenrec services programs and promotions to fulfil customer requests such as to create screenrec services accounts or complete customer purchases in other ways with appropriate consent,true
to the extent permitted by applicable law we may share disclose and transfer information including personal information as follows with the customer as part of the screenrec services,true
with thirdparty service providers we use to support screenrec services and our business these parties include third parties providing us with services such as website hosting data analysis infrastructure provision it services customer service analytics and email delivery services these third parties are authorized to use information related to you only as necessary to provide these services to us,true
with third parties where the viewer or customer has requested to use a thirdparty service including applications in connection with screenrec services and has requested that we provide information to such third parties,true
with our current affiliates and any future corporate subsidiaries or affiliates,true
with a buyer investor new affiliate or other third party in the event that screenrec or any portion group or business unit thereof undergoes a business transition such as a merger or acquisition or during steps in contemplation of such activities eg negotiations and due diligence you will be notified via email andor a prominent notice on our website of any change in ownership change in use of your personal information and choices you may have regarding any change in use of your personal information,true
with third parties for marketing advertising promotions contests or other similar purposes if required by applicable law we will share such data for advertising and marketing purposes only in an aggregate anonymous and deidentified manner,true
as we believe necessary under applicable law including laws outside the viewers or customers country of residence to comply with any law or directive judicial or administrative order legal process or investigation warrant subpoena law enforcement or national security investigation or as otherwise required or authorized by law to respond to requests from public and government authorities including public and government authorities outside the country of residence to enforce our policies terms and conditions to protect our operations or those of any of our affiliates customers partners agents or others to protect our rights privacy safety or property andor that of our affiliates customers partners agents and any other person or organization andor to permit us to pursue available remedies or limit the damages that we may sustain,true
payment processing we use thirdparty payment services payment service to process credit card payments for certain editions of screenrec services customers acknowledge and agree within their screenrec services agreement that when prompted to provide credit card information that information gets transmitted directly to the payment service screenrec does not have access to full credit card numbers and does not store such information in its own systems information transmitted to the payment service is encrypted using ssl technology the payment service is required to comply with all applicable privacy and security laws and the rules and regulations issued by the payment card industry and the credit card companies please contact us at privacyscreenreccom if you would like screenrec to facilitate the correction or deletion of your personal information with the payment service,true
cross device tracking when customers or viewers use devices to display andor view a customers video content we may receive information about their devices including a unique identifier for each device we and our service providers and third parties we collaborate with including ad networks may use crossdevicecrosscontext tracking for example a viewer might use multiple browsers on a single device or use various devices such as desktops smartphones and tablets which can result in the individual having multiple accounts or profiles across these various contexts and devices crossdevicecrosscontext technology may be used to connect these various accounts or profiles and the corresponding data from the different contexts and devices,true
aggregate information to the extent permitted by applicable law we may use process transfer and store any data about viewers and customers in an anonymous or pseudonymous and aggregated manner we may combine personal information with other information collected online and offline including information from thirdparty sources we may also use information in other ways with consent or as otherwise permitted by applicable law by using screenrec services our customers agree that we may collect use share and store anonymized or pseudonymized aggregated data collected through screenrec services for benchmarking analytics metrics research reporting machine learning and other legitimate business purposes,true
automated decisions to the extent permitted by applicable law we may collect data in an automated manner and make automated decisions including using machinelearning algorithms about viewers and customers in order to provide andor optimize screenrec services for security or analytics purposes and for any other lawful purpose,true
screenrec services may be provided using resources and servers located in various countries around the world including the united states and other countries therefore personal information about viewers and customers may be transferred processed and stored outside the country where screenrec services are accessed or performed including to countries where the level of data protection may not be deemed adequate by the local legal or regulatory authority in the country of origin of the data we will protect the privacy and security of personal information we collect in accordance with this privacy policy regardless of where it is processed or stored,true
european residents  if you are a resident of the european union eu the european economic area or switzerland please see our additional notice for certain european residents and our privacy shield notice below,false
optout if you no longer wish to receive marketingrelated communications from us you may opt out by following the unsubscribe instructions in the latest such message received or by contacting us at privacyscreenreccom customers may not opt out of certain communications such as those necessary to keep customers aware of screenrec service status and service issues,false
retention period to the extent permitted by applicable law we may retain information for as long as the account of the customer for whom we collected the information is active or as long as is reasonably necessary to provide screenrec services or as needed for other lawful purposes we may retain cached or archived copies of information we may retain anonymized or pseudonymized aggregated data indefinitely to the extent permitted under applicable law we also will retain information as long as reasonably necessary to comply with our contractual andor legal obligations resolve disputes and enforce our agreements,true
accuracy of information accuracy of data is very important to us customers should ensure that any information provided to us is uptodate and customers may correct information by either logging into their customer account or by contacting screenrecs customer support team in certain situations customers may need assistance from customer support in making a change we will respond to requests to make changes to customer records as soon as reasonably practicable we may require customer representatives to prove their identity before granting access to or agreeing to update correct or delete personal information belonging to customers,true
you may request access to or correction or deletion of personal information by contacting us at privacyscreenreccom we will attempt to answer all requests that we correct inaccurate personal information or delete personal information unless we are required to retain it by law or for legitimate business purposes,true
use of screenrec services by children  we recognize the importance of protecting the privacy and safety of children screenrec services are not intended for use by children under 13 years of age who reside in the united states or for children under 16 years of age who reside in the eu european economic area or switzerland although screenrec recognizes that certain of our customers target audiences may be children viewers should visit the privacy policy of our customer to understand how our customer addresses childdirected video content,false
you may request and we will provide you with information about whether we hold any of your personal information you may request access to or correction or deletion of your personal information by contacting us at privacyscreenreccom we will respond to your request within a reasonable timeframe,true
